Date,Earnings,Players,Tournaments,Game
Feb 14,1850,18,8,Super Street Fighter IV Arcade Edition
Feb 14,1405,13,3,Super Smash Bros. Brawl
Feb 14,1373.73,0,1,Team Fortress 2
Feb 14,1304.51,3,1,StarCraft: Brood War
Feb 14,1225.25,11,5,Battlefield 4
Feb 14,827.6,8,1,TrackMania 2: Stadium
Feb 14,546.32,4,5,FIFA 14
Feb 14,300,3,2,Attack on Titan Tribute Game
Feb 14,290,5,4,Injustice: Gods Among Us
Feb 14,275,4,4,Tekken Tag Tournament 2
Feb 14,90,6,2,Ultimate Marvel vs. Capcom 3
Feb 14,30,4,1,Super Smash Bros.
Mar 14,1030131.5,44,6,Call of Duty: Ghosts
Mar 14,355749.99,352,37,League of Legends
Mar 14,295120.65,227,19,Counter-Strike: Global Offensive
Mar 14,217909.6,40,1,SMITE
Mar 14,203671.36,54,6,Heroes of Newerth
Mar 14,144298.39,120,48,StarCraft II
Mar 14,116000,16,1,Magic: The Gathering Online
Mar 14,1.00E+05,7,1,World of Tanks
Mar 14,44832,16,1,KartRider
Mar 14,39847.26,49,5,Dota 2
Mar 14,30109.94,21,13,Hearthstone
Mar 14,28901.55,26,6,Battlefield 4
Mar 14,18323.71,16,3,StarCraft: Brood War
Mar 14,10000,20,3,King of Fighters XIII
Mar 14,8211.75,71,21,Super Smash Bros. Melee
Mar 14,7763.71,15,6,Age of Empires II
Mar 14,2764.98,32,1,TrackMania 2: Stadium
Mar 14,2493.17,37,11,Super Street Fighter IV Arcade Edition
Mar 14,1444.54,12,6,Quake Live
Mar 14,1375.3,0,1,Call of Duty 4: Modern Warfare
Mar 14,1249.8,25,2,CrossFire
Mar 14,901.02,27,7,Project M
Mar 14,844.8,8,2,WarCraft III
Mar 14,750,6,5,Attack on Titan Tribute Game
Mar 14,723.17,3,1,NHL 14
Mar 14,691.4,4,5,FIFA 14
Mar 14,560,36,10,Ultimate Marvel vs. Capcom 3
Mar 14,500,3,1,Divekick
Mar 14,348,5,2,Super Smash Bros.
Mar 14,340,23,7,Injustice: Gods Among Us
Mar 14,300,8,2,Super Smash Bros. Brawl
Mar 14,215,24,6,Tekken Tag Tournament 2
Mar 14,70,17,3,Killer Instinct (2013)
Mar 14,0,16,2,BlazBlue: Chronophantasma
Mar 14,0,16,2,Dead or Alive 5 Ultimate
Mar 14,0,16,2,Guilty Gear XX Accent Core Plus R
Mar 14,0,14,2,Mortal Kombat 9
Mar 14,0,8,1,Persona 4 Arena
Mar 14,0,8,1,Skullgirls Encore
Mar 14,0,8,1,Soul Calibur II HD Online
Mar 14,0,15,2,Soul Calibur V
Mar 14,0,13,2,Street Fighter X Tekken
Mar 14,0,15,2,Super Street Fighter II Turbo
Mar 14,0,8,1,Ultra Street Fighter IV
Mar 14,0,16,2,Virtua Fighter 5 Final Showdown
Apr 14,818168.14,420,40,League of Legends
Apr 14,611868.16,216,20,Dota 2
Apr 14,526717.5,180,38,StarCraft II
Apr 14,3.00E+05,21,1,World of Tanks
Apr 14,86302.48,181,18,Counter-Strike: Global Offensive
Apr 14,37433.26,44,7,Call of Duty: Ghosts
Apr 14,34203.2,32,13,Hearthstone
Apr 14,28106.46,32,14,Super Street Fighter IV Arcade Edition
Apr 14,20000,30,1,Point Blank
Apr 14,19970.18,8,1,WarCraft III
Apr 14,10279.04,99,28,Super Smash Bros. Melee
Apr 14,10000,10,1,SMITE
Apr 14,7555.3,41,8,Battlefield 4
Apr 14,4183.58,12,8,Quake Live
Apr 14,4063,46,12,Project M
Apr 14,3247.7,7,3,TrackMania 2: Stadium
Apr 14,3245.93,18,2,Team Fortress 2
Apr 14,3177.45,0,1,Call of Duty 4: Modern Warfare
Apr 14,3117.99,39,5,Heroes of Newerth
Apr 14,1679.15,12,1,Halo 3
Apr 14,1519.63,4,6,FIFA 14
Apr 14,904,15,4,Super Smash Bros. Brawl
Apr 14,445,16,7,Injustice: Gods Among Us
Apr 14,445,16,7,Tekken Tag Tournament 2
Apr 14,175,21,5,Ultimate Marvel vs. Capcom 3
Apr 14,155,8,2,Super Smash Bros.
Apr 14,150,2,1,Attack on Titan Tribute Game
Apr 14,30,17,3,Killer Instinct (2013)
Apr 14,0,12,2,BlazBlue: Chronophantasma
Apr 14,0,8,1,Capcom vs. SNK 2
Apr 14,0,8,1,Dead or Alive 5 Ultimate
Apr 14,0,4,1,Divekick
Apr 14,0,8,1,Guilty Gear XX Accent Core Plus R
Apr 14,0,16,2,King of Fighters XIII
Apr 14,0,8,1,Marvel vs. Capcom 2
Apr 14,0,4,1,Skullgirls Encore
Apr 14,0,8,1,Soul Calibur II HD Online
Apr 14,0,8,1,Soul Calibur V
Apr 14,0,8,1,Street Fighter Alpha 3
Apr 14,0,11,2,Street Fighter III: 3rd Strike
Apr 14,0,15,2,Street Fighter X Tekken
Apr 14,0,10,2,Super Street Fighter II Turbo
May 14,684830.67,297,33,League of Legends
May 14,125423.7,163,47,StarCraft II
May 14,80000,27,6,Attack on Titan Tribute Game
May 14,63340.1,146,14,Counter-Strike: Global Offensive
May 14,53419.81,71,10,Call of Duty: Ghosts
May 14,50002.17,101,7,Dota 2
May 14,36186.6,28,16,Hearthstone
May 14,35000,5,1,SMITE
May 14,28562.48,25,5,Battlefield 4
May 14,13949.95,100,27,Super Smash Bros. Melee
May 14,7936,14,5,Age of Empires II
May 14,5605.64,44,5,Heroes of Newerth
May 14,5454.46,40,12,Project M
May 14,4115,25,10,Super Street Fighter IV Arcade Edition
May 14,2222.92,24,6,Super Smash Bros. Brawl
May 14,1822.4,0,1,NHL 14
May 14,1628.25,12,1,Team Fortress 2
May 14,1562.57,10,8,Quake Live
May 14,1320,12,3,Ultimate Marvel vs. Capcom 3
May 14,1138.69,7,2,WarCraft III
May 14,845,15,6,Tekken Tag Tournament 2
May 14,585,11,2,BlazBlue: Chronophantasma
May 14,549.28,4,4,FIFA 14
May 14,528.96,2,1,TrackMania 2: Canyon
May 14,430,7,2,King of Fighters XIII
May 14,420,19,6,Injustice: Gods Among Us
May 14,377.84,5,2,TrackMania 2: Stadium
May 14,240,3,1,Guilty Gear XX Accent Core Plus R
May 14,200,3,1,Marvel vs. Capcom 2
May 14,0,8,1,Dead or Alive 5 Ultimate
May 14,0,8,1,Killer Instinct (2013)
May 14,0,4,1,Street Fighter X Tekken
Jun 14,1153704.61,210,19,Dota 2
Jun 14,435055.18,405,44,League of Legends
Jun 14,306444.8,118,38,StarCraft II
Jun 14,158606.74,357,25,Counter-Strike: Global Offensive
Jun 14,103415.72,68,7,Call of Duty: Ghosts
Jun 14,47931.47,43,13,Hearthstone
Jun 14,29381.12,64,25,Super Smash Bros. Melee
Jun 14,26131.8,42,15,Ultra Street Fighter IV
Jun 14,15737.49,12,6,FIFA 14
Jun 14,15536.75,36,3,Team Fortress 2
Jun 14,9530,25,9,Project M
Jun 14,8845,19,6,Injustice: Gods Among Us
Jun 14,8180,5,2,Killer Instinct (2013)
Jun 14,2837.36,3,1,StarCraft: Brood War
Jun 14,2611,15,6,Quake Live
Jun 14,2500,8,1,Attack on Titan Tribute Game
Jun 14,2495.01,8,1,Ultimate Marvel vs. Capcom 3
Jun 14,1745,13,3,Super Smash Bros. Brawl
Jun 14,1479.37,17,4,Heroes of Newerth
Jun 14,1361.73,16,6,Battlefield 4
Jun 14,1200,3,1,Divekick
Jun 14,1165.01,16,5,Tekken Tag Tournament 2
Jun 14,880,17,1,Age of Empires
Jun 14,870,8,1,BlazBlue: Chronophantasma
Jun 14,820,3,1,Persona 4 Arena
Jun 14,635,3,1,Soul Calibur V
Jun 14,555,3,1,King of Fighters XIII
Jun 14,480,3,1,WarCraft III
Jun 14,445,3,1,Capcom vs. SNK 2
Jun 14,200,3,1,Guilty Gear XX Accent Core Plus R
Jun 14,137.4,3,1,TrackMania 2: Stadium
Jul 14,10942284.87,126,9,Dota 2
Jul 14,480780.96,218,53,StarCraft II
Jul 14,293935.88,246,39,League of Legends
Jul 14,90000,28,1,World of Tanks
Jul 14,79474.3,48,15,Hearthstone
Jul 14,70872.69,222,26,Counter-Strike: Global Offensive
Jul 14,50000,15,1,SMITE
Jul 14,43630,26,12,Quake Live
Jul 14,36082.68,39,13,Ultra Street Fighter IV
Jul 14,35080,8,1,BlazBlue: Chronophantasma
Jul 14,29410.25,4,1,Pro Evolution Soccer 2014
Jul 14,26949.66,9,6,FIFA 14
Jul 14,21323.52,32,5,Call of Duty: Ghosts
Jul 14,18950,16,2,Halo 4
Jul 14,13379.8,8,1,Killer Instinct (2013)
Jul 14,12939,35,7,Super Smash Bros. Melee
Jul 14,10140,8,1,Ultimate Marvel vs. Capcom 3
Jul 14,7685,11,2,Tekken Tag Tournament 2
Jul 14,5855.38,3,1,StarCraft: Brood War
Jul 14,3189.4,8,1,King of Fighters XIII
Jul 14,3175,10,2,Injustice: Gods Among Us
Jul 14,2500,8,1,Attack on Titan Tribute Game
Jul 14,1430.16,40,3,Heroes of Newerth
Jul 14,1353.61,18,1,Team Fortress 2
Jul 14,1230,12,3,Project M
Jul 14,1222.28,15,5,Battlefield 4
Jul 14,1086.8,10,4,CrossFire
Jul 14,483.48,3,1,WarCraft III
Jul 14,450,3,1,Street Fighter X Tekken
Jul 14,135.46,3,1,TrackMania 2: Stadium
Aug 14,1084737.72,419,37,League of Legends
Aug 14,362080.21,233,21,Counter-Strike: Global Offensive
Aug 14,277307,156,53,StarCraft II
Aug 14,85471.31,33,7,Call of Duty: Ghosts
Aug 14,50000,19,1,SMITE
Aug 14,42422.07,87,8,Dota 2
Aug 14,38880.08,74,11,Heroes of Newerth
Aug 14,31760,117,4,Age of Empires II
Aug 14,28650.81,38,21,Hearthstone
Aug 14,27834.24,28,6,Battlefield 4
Aug 14,20000,27,2,Halo 2 Anniversary
Aug 14,20000,20,1,Point Blank
Aug 14,18208.02,16,8,FIFA 14
Aug 14,12901.52,90,25,Super Smash Bros. Melee
Aug 14,10000,3,1,Attack on Titan Tribute Game
Aug 14,8270.37,24,1,Team Fortress 2
Aug 14,7897.08,62,15,Project M
Aug 14,6984.9,14,2,Halo 3
Aug 14,4929.35,27,12,Ultra Street Fighter IV
Aug 14,3942.9,8,3,StarCraft: Brood War
Aug 14,3919.65,10,1,S.K.I.L.L. - Special Force 2
Aug 14,2445.28,33,6,CrossFire
Aug 14,2064,24,6,Super Smash Bros. Brawl
Aug 14,1500,5,1,Counter-Strike
Aug 14,1489.8,18,6,Quake Live
Aug 14,830,12,2,Super Smash Bros.
Aug 14,485.48,3,1,WarCraft III
Aug 14,279.76,2,1,TrackMania 2: Stadium
Aug 14,210,12,3,Tekken Tag Tournament 2
Aug 14,200,3,1,Age of Mythology
Aug 14,195,6,2,Under Night In-Birth EXE: Late
Aug 14,55,3,1,Injustice: Gods Among Us
Aug 14,0,8,1,Ultimate Marvel vs. Capcom 3
Sep 14,653064.9,160,13,Dota 2
Sep 14,325720.89,235,33,League of Legends
Sep 14,267899.86,128,53,StarCraft II
Sep 14,170246.05,83,19,Hearthstone
Sep 14,56784.75,184,20,Counter-Strike: Global Offensive
Sep 14,39259.88,71,9,Heroes of Newerth
Sep 14,37030.61,21,4,WarCraft III
Sep 14,35000,20,1,SMITE
Sep 14,19178.73,50,5,CrossFire
Sep 14,14874,8,2,StarCraft: Brood War
Sep 14,11000,0,1,S.K.I.L.L. - Special Force 2
Sep 14,8880.2,19,10,Ultra Street Fighter IV
Sep 14,8311.79,62,23,Super Smash Bros. Melee
Sep 14,2255,21,6,Project M
Sep 14,1960,0,2,Call of Duty: Ghosts
Sep 14,1335,11,3,Age of Empires II
Sep 14,1195.94,12,4,Quake Live
Sep 14,1161.12,15,5,Battlefield 4
Sep 14,386.61,3,4,FIFA 14
Sep 14,305,3,4,Tekken Tag Tournament 2
Sep 14,235,7,4,Injustice: Gods Among Us
Sep 14,128.87,1,1,FIFA 15
Sep 14,105,4,2,Under Night In-Birth EXE: Late
Oct 14,2339483.02,208,30,League of Legends
Oct 14,1006807.68,201,14,Dota 2
Oct 14,474367.08,173,75,StarCraft II
Oct 14,289335,28,2,World of Tanks
Oct 14,277930.52,63,18,Hearthstone
Oct 14,217641.36,517,42,Counter-Strike: Global Offensive
Oct 14,189508.58,26,6,CrossFire
Oct 14,107643.47,32,4,Call of Duty: Ghosts
Oct 14,104769.24,10,3,WarCraft III
Oct 14,39883.92,56,8,Heroes of Newerth
Oct 14,30500,8,2,iRacing.com
Oct 14,14544.45,70,27,Super Smash Bros. Melee
Oct 14,11334,42,3,Team Fortress 2
Oct 14,4943.5,26,7,Project M
Oct 14,4400,18,14,Ultra Street Fighter IV
Oct 14,3545.13,30,1,rFactor 2
Oct 14,2938.74,15,6,Battlefield 4
Oct 14,1329.79,10,17,FIFA 15
Oct 14,1000,2,1,Age of Empires II
Oct 14,1000,6,1,Chess.com
Oct 14,685.05,6,6,Quake Live
Oct 14,665.28,3,1,TrackMania 2: Canyon
Oct 14,316.8,2,1,TrackMania 2: Stadium
Oct 14,315.73,20,1,Xonotic
Oct 14,305,16,6,Tekken Tag Tournament 2
Oct 14,160,6,1,Super Smash Bros. for Wii U
Oct 14,100,6,2,Super Smash Bros. Brawl
Oct 14,70,3,1,Street Fighter X Tekken
Oct 14,40,12,3,Injustice: Gods Among Us
Oct 14,20,11,2,Under Night In-Birth EXE: Late
Oct 14,0,8,1,BlazBlue: Chronophantasma
Oct 14,0,8,1,Dead or Alive 5 Ultimate
Oct 14,0,8,1,Guilty Gear XX Accent Core Plus R
Oct 14,0,8,1,Killer Instinct (2013)
Oct 14,0,8,1,King of Fighters XIII
Oct 14,0,8,1,Mortal Kombat 9
Oct 14,0,8,1,Persona 4 Arena Ultimax
Oct 14,0,8,1,Soul Calibur V
Oct 14,0,8,1,Ultimate Marvel vs. Capcom 3
Nov 14,450224.27,128,72,StarCraft II
Nov 14,400462.48,266,29,Counter-Strike: Global Offensive
Nov 14,391651.25,163,9,Dota 2
Nov 14,385511.53,323,36,League of Legends
Nov 14,305478.17,47,17,Hearthstone
Nov 14,250000,24,1,World of WarCraft
Nov 14,1.00E+05,60,3,SMITE
Nov 14,84906.71,96,21,Call of Duty: Advanced Warfare
Nov 14,61880,24,1,KartRider
Nov 14,55154.03,100,19,Heroes of Newerth
Nov 14,55037.6,44,3,Halo 2 Anniversary
Nov 14,38688,5,1,Counter-Strike Online
Nov 14,25903.75,20,6,Battlefield 4
Nov 14,25000,12,1,Call of Duty: Ghosts
Nov 14,21010,0,1,S.K.I.L.L. - Special Force 2
Nov 14,20063.25,93,33,Super Smash Bros. Melee
Nov 14,16760.31,19,8,Ultra Street Fighter IV
Nov 14,15040,9,3,Tekken Tag Tournament 2
Nov 14,15000,9,1,ShootMania Storm
Nov 14,10120.22,22,22,FIFA 15
Nov 14,8301.98,11,5,TrackMania 2: Stadium
Nov 14,5617.4,38,10,Guild Wars 2
Nov 14,4495,48,11,Project M
Nov 14,3500,29,8,Super Smash Bros. for Wii U
Nov 14,2710.2,1,1,StarCraft: Brood War
Nov 14,2500,3,1,Attack on Titan Tribute Game
Nov 14,2445.28,33,6,CrossFire
Nov 14,1320,6,1,Age of Empires
Nov 14,1300,5,4,Heroes of the Storm
Nov 14,1247.08,18,1,Team Fortress 2
Nov 14,1207.04,21,2,WarCraft III
Nov 14,1000,7,1,Chess.com
Nov 14,988,12,5,Quake Live
Nov 14,40,4,1,Super Smash Bros. Brawl
Nov 14,0,3,1,Just Dance 2014
Dec 14,1070101.65,302,28,Dota 2
Dec 14,486705.84,427,36,League of Legends
Dec 14,152657.39,131,53,StarCraft II
Dec 14,123613.82,303,32,Counter-Strike: Global Offensive
Dec 14,106086.8,42,6,CrossFire
Dec 14,83520.79,88,18,Hearthstone
Dec 14,65447.45,20,6,Ultra Street Fighter IV
Dec 14,62862.84,67,8,Heroes of Newerth
Dec 14,54457.96,36,9,Guild Wars 2
Dec 14,42041.1,84,19,Call of Duty: Advanced Warfare
Dec 14,40363.53,8,1,Attack on Titan Tribute Game
Dec 14,40000,15,1,Counter-Strike Online
Dec 14,36451.93,12,5,WarCraft III
Dec 14,20000,20,1,Point Blank
Dec 14,15000,16,2,Halo 2 Anniversary
Dec 14,14180,24,1,Team Fortress 2
Dec 14,12957.5,42,15,Heroes of the Storm
Dec 14,11588.71,74,22,Super Smash Bros. Melee
Dec 14,9337.36,32,1,Call of Duty: Ghosts
Dec 14,5861.65,38,8,Super Smash Bros. for Wii U
Dec 14,3248,33,7,Project M
Dec 14,3230.02,20,15,FIFA 15
Dec 14,3101.68,21,1,World of Tanks
Dec 14,2205.69,24,5,Quake Live
Dec 14,1540,12,1,Age of Empires
Dec 14,1111.95,20,5,Battlefield 4
Dec 14,1060,8,3,Ultimate Marvel vs. Capcom 3
Dec 14,999.99,5,1,Chess.com
Dec 14,689.6,12,3,StarCraft: Brood War
Dec 14,24.63,1,1,TrackMania 2: Stadium
Jan 15,2612259,40,1,SMITE
Jan 15,345579.13,200,15,Dota 2
Jan 15,162819.01,215,20,League of Legends
Jan 15,118631.72,152,45,StarCraft II
Jan 15,112924.8,173,18,Counter-Strike: Global Offensive
Jan 15,93489.64,7,2,World of Tanks
Jan 15,63413.65,83,22,Call of Duty: Advanced Warfare
Jan 15,62720.15,19,5,Hearthstone
Jan 15,40992.57,41,6,Heroes of Newerth
Jan 15,23859.42,82,26,Super Smash Bros. Melee
Jan 15,21000,32,3,Halo 2 Anniversary
Jan 15,18039.14,56,14,Heroes of the Storm
Jan 15,13537.97,67,16,Super Smash Bros. for Wii U
Jan 15,6054.53,39,9,Project M
Jan 15,6000,4,1,Attack on Titan Tribute Game
Jan 15,3830.9,10,8,Guild Wars 2
Jan 15,2319.71,11,5,Ultra Street Fighter IV
Jan 15,2295,44,1,Point Blank
Jan 15,2010,14,2,Chess.com
Jan 15,1901.88,31,4,CrossFire
Jan 15,1221.81,13,15,FIFA 15
Jan 15,1055.59,17,5,Battlefield 4
Jan 15,967.22,15,5,Quake Live
Jan 15,590,6,1,Super Smash Bros. Brawl
Jan 15,569.38,20,2,S.K.I.L.L. - Special Force 2
Jan 15,348.72,2,2,TrackMania 2: Stadium
Jan 15,180,3,1,Super Smash Bros.
Jan 15,40,3,1,Ultimate Marvel vs. Capcom 3
Feb 15,3088520.01,142,8,Dota 2
Feb 15,129276.62,160,30,Call of Duty: Advanced Warfare
Feb 15,113808.53,151,20,League of Legends
Feb 15,113390.06,250,29,Counter-Strike: Global Offensive
Feb 15,67829.7,115,49,StarCraft II
Feb 15,50509.76,48,3,StarCraft: Brood War
Feb 15,47060.65,63,17,Hearthstone
Feb 15,36593.31,107,34,Super Smash Bros. Melee
Feb 15,32844.94,67,5,Heroes of Newerth
Feb 15,27136.21,69,19,Super Smash Bros. for Wii U
Feb 15,21385,16,2,Halo 2 Anniversary
Feb 15,16649.66,77,18,Heroes of the Storm
Feb 15,9480.4,20,8,Ultra Street Fighter IV
Feb 15,6000,4,1,Attack on Titan Tribute Game
Feb 15,4268.07,10,8,Guild Wars 2
Feb 15,3701.94,12,2,Project M
Feb 15,3594.53,11,3,Guilty Gear Xrd -SIGN-
Feb 15,3015,12,3,Age of Empires
Feb 15,3000,8,1,Age of Empires II
Feb 15,2609,18,3,Super Smash Bros.
Feb 15,2600,11,3,Ultimate Marvel vs. Capcom 3
Feb 15,2583.37,31,28,FIFA 15
Feb 15,2500,4,2,Tekken Tag Tournament 2
Feb 15,2499.99,10,1,Chess.com
Feb 15,2370,15,2,Super Smash Bros. Brawl
Feb 15,2173.58,26,5,CrossFire
Feb 15,1117.08,16,3,Quake Live
Feb 15,1080,6,2,Killer Instinct (2013)
Feb 15,1027.4,15,5,Battlefield 4
Feb 15,820,3,1,Dead or Alive 5: Last Round
Feb 15,550,3,1,Injustice: Gods Among Us
Feb 15,500,3,1,Soul Calibur V
Feb 15,485.58,6,2,BlazBlue: Chronophantasma
Feb 15,391.9,3,1,NHL 15
Feb 15,337.2,10,1,S.K.I.L.L. - Special Force 2
Feb 15,240,3,1,Under Night In-Birth EXE: Late
Feb 15,239,3,1,Street Fighter III: 3rd Strike
Feb 15,210,3,1,Persona 4 Arena Ultimax
Feb 15,190,3,1,King of Fighters XIII
Feb 15,190,3,1,Mortal Kombat 9
Mar 15,1048225.17,156,37,Call of Duty: Advanced Warfare
Mar 15,443488.94,362,38,Counter-Strike: Global Offensive
Mar 15,438126.73,346,32,League of Legends
Mar 15,352537.35,66,3,World of Tanks
Mar 15,302139.48,142,65,StarCraft II
Mar 15,219114.67,80,6,Heroes of Newerth
Mar 15,183585.26,107,27,Hearthstone
Mar 15,143801.15,153,14,Dota 2
Mar 15,120000,170,2,Age of Empires II
Mar 15,1.00E+05,32,1,Halo 2 Anniversary
Mar 15,54712.23,21,11,Guild Wars 2
Mar 15,44523.46,110,27,Heroes of the Storm
Mar 15,37883.36,46,11,Ultra Street Fighter IV
Mar 15,37756.8,6,3,StarCraft: Brood War
Mar 15,16539.99,107,36,Super Smash Bros. Melee
Mar 15,10292.74,32,39,FIFA 15
Mar 15,7594.2,21,7,Battlefield 4
Mar 15,6000,4,1,Attack on Titan Tribute Game
Mar 15,5824.71,61,16,Super Smash Bros. for Wii U
Mar 15,2445.28,35,6,CrossFire
Mar 15,2250.67,102,3,iRacing.com
Mar 15,1245.34,5,2,TrackMania 2: Stadium
Mar 15,1160.76,7,3,Project M
Mar 15,1157.45,18,5,Quake Live
Mar 15,1000.02,7,1,Chess.com
Mar 15,648.76,20,4,Evolve
Mar 15,496.69,20,4,SMITE
Mar 15,270.47,10,1,S.K.I.L.L. - Special Force 2
Mar 15,100,3,1,Street Fighter X Tekken
Mar 15,0,8,1,BlazBlue: Chronophantasma
Mar 15,0,8,1,Dead or Alive 5: Last Round
Mar 15,0,15,2,Guilty Gear Xrd -SIGN-
Mar 15,0,6,1,Injustice: Gods Among Us
Mar 15,0,8,1,Killer Instinct (2013)
Mar 15,0,8,1,King of Fighters XIII
Mar 15,0,4,1,Marvel vs. Capcom 2
Mar 15,0,8,1,Melty Blood: Actress Again
Mar 15,0,8,1,Persona 4 Arena Ultimax
Mar 15,0,8,1,Soul Calibur V
Mar 15,0,8,1,Tekken Tag Tournament 2
Mar 15,0,25,2,Ultimate Marvel vs. Capcom 3
Mar 15,0,8,1,Under Night In-Birth EXE: Late
Apr 15,1349012.57,689,44,League of Legends
Apr 15,470336.63,786,54,Counter-Strike: Global Offensive
Apr 15,369644.76,174,72,StarCraft II
Apr 15,321125.48,235,30,Dota 2
Apr 15,302270.79,61,2,World of Tanks
Apr 15,124414,84,23,Hearthstone
Apr 15,93134.52,72,7,SMITE
Apr 15,74415.6,132,24,Call of Duty: Advanced Warfare
Apr 15,58897.58,45,11,Ultra Street Fighter IV
Apr 15,45710.39,129,29,Heroes of the Storm
Apr 15,42353.29,40,6,Battlefield 4
Apr 15,29478.8,40,2,Halo 2 Anniversary
Apr 15,27253.84,134,45,Super Smash Bros. Melee
Apr 15,22875.84,75,4,Team Fortress 2
Apr 15,20981.6,40,4,Point Blank
Apr 15,20124,8,1,FIFA Online 3
Apr 15,16608.94,39,32,FIFA 15
Apr 15,9000,9,1,Age of Empires II
Apr 15,7670,13,4,Mortal Kombat X
Apr 15,7028.67,14,3,ShootMania Storm
Apr 15,6000,4,1,Attack on Titan Tribute Game
Apr 15,6000,9,1,World of WarCraft
Apr 15,5733.25,6,2,StarCraft: Brood War
Apr 15,5258,37,10,Super Smash Bros. for Wii U
Apr 15,4885.44,35,3,Heroes of Newerth
Apr 15,3118.94,0,6,Guild Wars 2
Apr 15,3071.42,17,5,TrackMania 2: Stadium
Apr 15,2703.33,0,1,Call of Duty 4: Modern Warfare
Apr 15,2173.58,31,5,CrossFire
Apr 15,2107.3,18,1,Wolfenstein: Enemy Territory
Apr 15,2000,12,1,Gears of War 3
Apr 15,1765.26,0,1,NHL 15
Apr 15,1027.65,31,5,Evolve
Apr 15,1000,5,1,Chess.com
Apr 15,658.94,9,5,Quake Live
Apr 15,610,8,1,Age of Empires III
Apr 15,540.66,3,1,TrackMania 2: Canyon
Apr 15,540.66,3,1,Trackmania 2: Valley
Apr 15,319.72,23,6,Project M
Apr 15,129.46,2,1,WarCraft III
Apr 15,0,13,2,BlazBlue: Chronophantasma
Apr 15,0,8,1,Dead or Alive 5: Last Round
Apr 15,0,14,2,Guilty Gear Xrd -SIGN-
Apr 15,0,8,1,Guilty Gear XX Accent Core Plus R
Apr 15,0,8,1,Killer Instinct (2013)
Apr 15,0,8,1,King of Fighters XIII
Apr 15,0,7,1,Marvel vs. Capcom 2
Apr 15,0,8,1,Persona 4 Arena Ultimax
Apr 15,0,8,1,Skullgirls Encore
Apr 15,0,4,1,Street Fighter III: 3rd Strike
Apr 15,0,8,1,Super Smash Bros.
Apr 15,0,4,1,Super Street Fighter II Turbo
Apr 15,0,8,1,Tekken Tag Tournament 2
Apr 15,0,21,3,Ultimate Marvel vs. Capcom 3
Apr 15,0,12,2,Under Night In-Birth EXE: Late
May 15,1149751.95,317,29,Dota 2
May 15,563512.99,312,32,League of Legends
May 15,279251.96,521,56,Counter-Strike: Global Offensive
May 15,185798.48,205,42,Call of Duty: Advanced Warfare
May 15,162151.36,103,26,Hearthstone
May 15,156000,19,5,Attack on Titan Tribute Game
May 15,116000,16,1,Magic: The Gathering Online
May 15,98844.67,171,67,StarCraft II
May 15,86586.63,113,26,Heroes of the Storm
May 15,36936.96,48,39,FIFA 15
May 15,31469.76,110,47,Super Smash Bros. Melee
May 15,26167,77,9,Heroes of Newerth
May 15,21073.77,33,12,Ultra Street Fighter IV
May 15,20057.38,96,31,Super Smash Bros. for Wii U
May 15,16227.6,48,8,Evolve
May 15,14345.27,19,6,Mortal Kombat X
May 15,13463.28,20,1,Battlefield Hardline
May 15,11175.27,11,2,Killer Instinct (2013)
May 15,4973.15,15,1,Point Blank
May 15,3183.1,11,2,Skullgirls Encore
May 15,2477.9,11,2,Guilty Gear Xrd -SIGN-
May 15,2445.28,30,6,CrossFire
May 15,1492.67,14,3,Project M
May 15,1346.7,9,7,WarCraft III
May 15,1157.03,11,2,Ultimate Marvel vs. Capcom 3
May 15,1119.86,15,6,Battlefield 4
May 15,1000,4,1,Age of Empires II
May 15,1000,6,1,Chess.com
May 15,924,16,1,Age of Empires
May 15,700,3,1,Divekick
May 15,640,8,1,Under Night In-Birth EXE: Late
May 15,629.21,6,2,King of Fighters XIII
May 15,590,3,1,Tekken Tag Tournament 2
May 15,500,0,1,Team Fortress 2
May 15,472.66,0,1,Legend of Glory
May 15,380,3,1,Persona 4 Arena Ultimax
May 15,377,2,1,Reflex
May 15,320,3,1,Injustice: Gods Among Us
May 15,274.8,10,1,S.K.I.L.L. - Special Force 2
May 15,210,6,3,Super Smash Bros.
May 15,172.23,3,1,Dead or Alive 5: Last Round
May 15,150,3,1,Ultimate Mortal Kombat 3
May 15,134.44,5,1,SMITE
May 15,100,2,1,Quake Live
May 15,75,4,1,StarCraft: Brood War
Jun 15,1071907.2,258,22,Dota 2
Jun 15,602954.48,556,54,Counter-Strike: Global Offensive
Jun 15,445537.54,187,55,StarCraft II
Jun 15,176823.5,107,29,Hearthstone
Jun 15,156983.15,215,30,Heroes of the Storm
Jun 15,145722.98,298,47,Call of Duty: Advanced Warfare
Jun 15,128000,59,3,SMITE
Jun 15,101066.21,39,6,Evolve
Jun 15,95878.76,147,25,League of Legends
Jun 15,73427.93,56,6,Heroes of Newerth
Jun 15,51148.17,32,2,Halo 2 Anniversary
Jun 15,47445.28,34,7,CrossFire
Jun 15,44334.97,27,12,Ultra Street Fighter IV
Jun 15,26544.76,3,1,Pro Evolution Soccer 2015
Jun 15,25173.42,39,36,FIFA 15
Jun 15,24152.42,95,38,Super Smash Bros. Melee
Jun 15,19661.46,20,7,Mortal Kombat X
